sex,age,geo,year,population,id
Females,From 75 to 79 years,Greece,2024,273179,20221
Females,From 75 to 79 years,Spain,1995,653337,20222
Females,From 75 to 79 years,Spain,1996,676330,20223
Females,From 75 to 79 years,Spain,1997,700867,20224
Females,From 75 to 79 years,Spain,1998,738222,20225
Females,From 75 to 79 years,Spain,1999,766164,20226
Females,From 75 to 79 years,Spain,2000,801198,20227
Females,From 75 to 79 years,Spain,2001,820850,20228
Females,From 75 to 79 years,Spain,2002,846349,20229
Females,From 75 to 79 years,Spain,2003,857187,20230
Females,From 75 to 79 years,Spain,2004,880828,20231
Females,From 75 to 79 years,Spain,2005,899162,20232
Females,From 75 to 79 years,Spain,2006,925003,20233
Females,From 75 to 79 years,Spain,2007,940128,20234
Females,From 75 to 79 years,Spain,2008,966072,20235
Females,From 75 to 79 years,Spain,2009,982049,20236
Females,From 75 to 79 years,Spain,2010,991420,20237
Females,From 75 to 79 years,Spain,2011,990716,20238
Females,From 75 to 79 years,Spain,2012,1000295,20239
Females,From 75 to 79 years,Spain,2013,978394,20240
Females,From 75 to 79 years,Spain,2014,934558,20241
Females,From 75 to 79 years,Spain,2015,877293,20242
Females,From 75 to 79 years,Spain,2016,890140,20243
Females,From 75 to 79 years,Spain,2017,856892,20244
Females,From 75 to 79 years,Spain,2018,855577,20245
Females,From 75 to 79 years,Spain,2019,903715,20246
Females,From 75 to 79 years,Spain,2020,973384,20247
Females,From 75 to 79 years,Spain,2021,985100,20248
Females,From 75 to 79 years,Spain,2022,1027523,20249
Females,From 75 to 79 years,Spain,2023,1066594,20250
Females,From 75 to 79 years,Spain,2024,1098991,20251
Females,From 75 to 79 years,Finland,1995,86811,20252
Females,From 75 to 79 years,Finland,1996,90249,20253
Females,From 75 to 79 years,Finland,1997,93711,20254
Females,From 75 to 79 years,Finland,1998,96173,20255
Females,From 75 to 79 years,Finland,1999,99379,20256
Females,From 75 to 79 years,Finland,2000,104364,20257
Females,From 75 to 79 years,Finland,2001,105027,20258
Females,From 75 to 79 years,Finland,2002,105469,20259
Females,From 75 to 79 years,Finland,2003,105957,20260
Females,From 75 to 79 years,Finland,2004,106473,20261
Females,From 75 to 79 years,Finland,2005,108389,20262
Females,From 75 to 79 years,Finland,2006,109611,20263
Females,From 75 to 79 years,Finland,2007,109787,20264
Females,From 75 to 79 years,Finland,2008,109629,20265
Females,From 75 to 79 years,Finland,2009,107138,20266
Females,From 75 to 79 years,Finland,2010,105478,20267
Females,From 75 to 79 years,Finland,2011,104459,20268
Females,From 75 to 79 years,Finland,2012,104590,20269
Females,From 75 to 79 years,Finland,2013,105940,20270
Females,From 75 to 79 years,Finland,2014,109574,20271
Females,From 75 to 79 years,Finland,2015,113191,20272
Females,From 75 to 79 years,Finland,2016,112220,20273
Females,From 75 to 79 years,Finland,2017,119720,20274
Females,From 75 to 79 years,Finland,2018,116605,20275
Females,From 75 to 79 years,Finland,2019,117326,20276
Females,From 75 to 79 years,Finland,2020,118190,20277
Females,From 75 to 79 years,Finland,2021,128684,20278
Females,From 75 to 79 years,Finland,2022,135319,20279
Females,From 75 to 79 years,Finland,2023,150690,20280
Females,From 75 to 79 years,Finland,2024,161722,20281
Females,From 75 to 79 years,France,1995,694854,20282
Females,From 75 to 79 years,France,1996,818892,20283
Females,From 75 to 79 years,France,1997,963712,20284
Females,From 75 to 79 years,France,1998,1089168,20285
Females,From 75 to 79 years,France,1999,1196140,20286
Females,From 75 to 79 years,France,2000,1284061,20287
Females,From 75 to 79 years,France,2001,1282326,20288
Females,From 75 to 79 years,France,2002,1282493,20289
Females,From 75 to 79 years,France,2003,1287936,20290
Females,From 75 to 79 years,France,2004,1297200,20291
Females,From 75 to 79 years,France,2005,1307942,20292
Females,From 75 to 79 years,France,2006,1327720,20293
Females,From 75 to 79 years,France,2007,1335722,20294
Females,From 75 to 79 years,France,2008,1344165,20295
Females,From 75 to 79 years,France,2009,1337809,20296
Females,From 75 to 79 years,France,2010,1337151,20297
Females,From 75 to 79 years,France,2011,1316464,20298
Females,From 75 to 79 years,France,2012,1301467,20299
Females,From 75 to 79 years,France,2013,1279647,20300
Females,From 75 to 79 years,France,2014,1272509,20301
Females,From 75 to 79 years,France,2015,1256716,20302
Females,From 75 to 79 years,France,2016,1237745,20303
Females,From 75 to 79 years,France,2017,1203949,20304
Females,From 75 to 79 years,France,2018,1198820,20305
Females,From 75 to 79 years,France,2019,1214327,20306
Females,From 75 to 79 years,France,2020,1229239,20307
Females,From 75 to 79 years,France,2021,1262672,20308
Females,From 75 to 79 years,France,2022,1392152,20309
Females,From 75 to 79 years,France,2023,1516767,20310
Females,From 75 to 79 years,France,2024,1630297,20311
Females,From 75 to 79 years,Metropolitan France,1995,681389,20312
Females,From 75 to 79 years,Metropolitan France,1996,804810,20313
Females,From 75 to 79 years,Metropolitan France,1997,949224,20314
Females,From 75 to 79 years,Metropolitan France,1998,1074140,20315
Females,From 75 to 79 years,Metropolitan France,1999,1180290,20316
Females,From 75 to 79 years,Metropolitan France,2000,1267072,20317
Females,From 75 to 79 years,Metropolitan France,2001,1264925,20318
Females,From 75 to 79 years,Metropolitan France,2002,1264789,20319
Females,From 75 to 79 years,Metropolitan France,2003,1269693,20320
Females,From 75 to 79 years,Metropolitan France,2004,1278438,20321
Females,From 75 to 79 years,Metropolitan France,2005,1289020,20322
Females,From 75 to 79 years,Metropolitan France,2006,1307912,20323
Females,From 75 to 79 years,Metropolitan France,2007,1315575,20324
Females,From 75 to 79 years,Metropolitan France,2008,1323996,20325
Females,From 75 to 79 years,Metropolitan France,2009,1317082,20326
Females,From 75 to 79 years,Metropolitan France,2010,1315424,20327
Females,From 75 to 79 years,Metropolitan France,2011,1293363,20328
Females,From 75 to 79 years,Metropolitan France,2012,1277673,20329
Females,From 75 to 79 years,Metropolitan France,2013,1255029,20330
Females,From 75 to 79 years,Georgia,2006,84705,20331
Females,From 75 to 79 years,Georgia,2007,82560,20332
Females,From 75 to 79 years,Georgia,2008,84220,20333
Females,From 75 to 79 years,Georgia,2009,79640,20334
Females,From 75 to 79 years,Georgia,2010,79255,20335
Females,From 75 to 79 years,Georgia,2011,77380,20336
Females,From 75 to 79 years,Georgia,2012,83594,20337
Females,From 75 to 79 years,Georgia,2014,95359,20338
Females,From 75 to 79 years,Georgia,2015,78900,20339
Females,From 75 to 79 years,Georgia,2016,89900,20340
Females,From 75 to 79 years,Georgia,2017,87900,20341
Females,From 75 to 79 years,Georgia,2018,80985,20342
Females,From 75 to 79 years,Georgia,2019,69456,20343
Females,From 75 to 79 years,Georgia,2020,60107,20344
Females,From 75 to 79 years,Georgia,2021,52948,20345
Females,From 75 to 79 years,Georgia,2022,51339,20346
Females,From 75 to 79 years,Georgia,2023,55813,20347
Females,From 75 to 79 years,Georgia,2024,64031,20348
Females,From 75 to 79 years,Croatia,2001,93082,20349
Females,From 75 to 79 years,Croatia,2002,94408,20350
Females,From 75 to 79 years,Croatia,2003,94693,20351
Females,From 75 to 79 years,Croatia,2004,95828,20352
Females,From 75 to 79 years,Croatia,2005,97011,20353
Females,From 75 to 79 years,Croatia,2006,99853,20354
Females,From 75 to 79 years,Croatia,2007,102362,20355
Females,From 75 to 79 years,Croatia,2008,105827,20356
Females,From 75 to 79 years,Croatia,2009,108005,20357
Females,From 75 to 79 years,Croatia,2010,109427,20358
Females,From 75 to 79 years,Croatia,2011,109324,20359
Females,From 75 to 79 years,Croatia,2012,109671,20360
Females,From 75 to 79 years,Croatia,2013,109116,20361
Females,From 75 to 79 years,Croatia,2014,108214,20362
Females,From 75 to 79 years,Croatia,2015,107221,20363
Females,From 75 to 79 years,Croatia,2016,105770,20364
Females,From 75 to 79 years,Croatia,2017,103297,20365
Females,From 75 to 79 years,Croatia,2018,101782,20366
Females,From 75 to 79 years,Croatia,2019,99305,20367
Females,From 75 to 79 years,Croatia,2020,94909,20368
Females,From 75 to 79 years,Croatia,2021,88682,20369
Females,From 75 to 79 years,Croatia,2022,89137,20370
Females,From 75 to 79 years,Croatia,2023,90798,20371
Females,From 75 to 79 years,Croatia,2024,94590,20372
Females,From 75 to 79 years,Hungary,1995,127853,20373
Females,From 75 to 79 years,Hungary,1996,146210,20374
Females,From 75 to 79 years,Hungary,1997,169859,20375
Females,From 75 to 79 years,Hungary,1998,194366,20376
Females,From 75 to 79 years,Hungary,1999,215547,20377
Females,From 75 to 79 years,Hungary,2000,218126,20378
Females,From 75 to 79 years,Hungary,2001,220110,20379
Females,From 75 to 79 years,Hungary,2002,220660,20380
Females,From 75 to 79 years,Hungary,2003,217492,20381
Females,From 75 to 79 years,Hungary,2004,217924,20382
Females,From 75 to 79 years,Hungary,2005,220067,20383
Females,From 75 to 79 years,Hungary,2006,220765,20384
Females,From 75 to 79 years,Hungary,2007,219705,20385
Females,From 75 to 79 years,Hungary,2008,221807,20386
Females,From 75 to 79 years,Hungary,2009,220930,20387
Females,From 75 to 79 years,Hungary,2010,220330,20388
Females,From 75 to 79 years,Hungary,2011,217336,20389
Females,From 75 to 79 years,Hungary,2012,214952,20390
Females,From 75 to 79 years,Hungary,2013,214049,20391
Females,From 75 to 79 years,Hungary,2014,214669,20392
Females,From 75 to 79 years,Hungary,2015,216143,20393
Females,From 75 to 79 years,Hungary,2016,220140,20394
Females,From 75 to 79 years,Hungary,2017,222613,20395
Females,From 75 to 79 years,Hungary,2018,227603,20396
Females,From 75 to 79 years,Hungary,2019,229946,20397
Females,From 75 to 79 years,Hungary,2020,236478,20398
Females,From 75 to 79 years,Hungary,2021,232742,20399
Females,From 75 to 79 years,Hungary,2022,230581,20400
Females,From 75 to 79 years,Hungary,2023,232882,20401
Females,From 75 to 79 years,Hungary,2024,239137,20402
Females,From 75 to 79 years,Ireland,1995,47698,20403
Females,From 75 to 79 years,Ireland,1996,48599,20404
Females,From 75 to 79 years,Ireland,1997,49269,20405
Females,From 75 to 79 years,Ireland,1998,51025,20406
Females,From 75 to 79 years,Ireland,1999,51934,20407
Females,From 75 to 79 years,Ireland,2000,52007,20408
Females,From 75 to 79 years,Ireland,2001,52077,20409
Females,From 75 to 79 years,Ireland,2002,52356,20410
Females,From 75 to 79 years,Ireland,2003,52298,20411
Females,From 75 to 79 years,Ireland,2004,52203,20412
Females,From 75 to 79 years,Ireland,2005,52216,20413
Females,From 75 to 79 years,Ireland,2006,51865,20414
Females,From 75 to 79 years,Ireland,2007,51679,20415
Females,From 75 to 79 years,Ireland,2008,51933,20416
Females,From 75 to 79 years,Ireland,2009,52674,20417
Females,From 75 to 79 years,Ireland,2010,53443,20418
Females,From 75 to 79 years,Ireland,2011,54510,20419
Females,From 75 to 79 years,Ireland,2012,55857,20420
Females,From 75 to 79 years,Ireland,2013,56748,20421
Females,From 75 to 79 years,Ireland,2014,58092,20422
Females,From 75 to 79 years,Ireland,2015,59321,20423
Females,From 75 to 79 years,Ireland,2016,60639,20424
Females,From 75 to 79 years,Ireland,2017,61555,20425
Females,From 75 to 79 years,Ireland,2018,63810,20426
Females,From 75 to 79 years,Ireland,2019,67476,20427
Females,From 75 to 79 years,Ireland,2020,72416,20428
Females,From 75 to 79 years,Ireland,2021,76717,20429
Females,From 75 to 79 years,Ireland,2022,79780,20430
Females,From 75 to 79 years,Ireland,2023,83559,20431
Females,From 75 to 79 years,Ireland,2024,87087,20432
Females,From 75 to 79 years,Iceland,1995,3132,20433
Females,From 75 to 79 years,Iceland,1996,3207,20434
Females,From 75 to 79 years,Iceland,1997,3329,20435
Females,From 75 to 79 years,Iceland,1998,3449,20436
Females,From 75 to 79 years,Iceland,1999,3573,20437
Females,From 75 to 79 years,Iceland,2000,3680,20438
Females,From 75 to 79 years,Iceland,2001,3695,20439
Females,From 75 to 79 years,Iceland,2002,3800,20440
Females,From 75 to 79 years,Iceland,2003,3872,20441
Females,From 75 to 79 years,Iceland,2004,3900,20442
Females,From 75 to 79 years,Iceland,2005,3996,20443
Females,From 75 to 79 years,Iceland,2006,4203,20444
Females,From 75 to 79 years,Iceland,2007,4219,20445
Females,From 75 to 79 years,Iceland,2008,4235,20446
Females,From 75 to 79 years,Iceland,2009,4209,20447
Females,From 75 to 79 years,Iceland,2010,4197,20448
Females,From 75 to 79 years,Iceland,2011,4113,20449
Females,From 75 to 79 years,Iceland,2012,4096,20450
Females,From 75 to 79 years,Iceland,2013,4067,20451
Females,From 75 to 79 years,Iceland,2014,4012,20452
Females,From 75 to 79 years,Iceland,2015,4016,20453
Females,From 75 to 79 years,Iceland,2016,4072,20454
Females,From 75 to 79 years,Iceland,2017,4094,20455
Females,From 75 to 79 years,Iceland,2018,4295,20456
Females,From 75 to 79 years,Iceland,2019,4587,20457
Females,From 75 to 79 years,Iceland,2020,4871,20458
Females,From 75 to 79 years,Iceland,2021,5186,20459
Females,From 75 to 79 years,Iceland,2022,5440,20460
Females,From 75 to 79 years,Iceland,2023,5672,20461
Females,From 75 to 79 years,Iceland,2024,5959,20462
Females,From 75 to 79 years,Italy,1995,847097,20463
Females,From 75 to 79 years,Italy,1996,903029,20464
Females,From 75 to 79 years,Italy,1997,1001052,20465
Females,From 75 to 79 years,Italy,1998,1132510,20466
Females,From 75 to 79 years,Italy,1999,1265368,20467
Females,From 75 to 79 years,Italy,2000,1355939,20468
Females,From 75 to 79 years,Italy,2001,1363020,20469
Females,From 75 to 79 years,Italy,2002,1367630,20470
Females,From 75 to 79 years,Italy,2003,1376448,20471
Females,From 75 to 79 years,Italy,2004,1382291,20472
Females,From 75 to 79 years,Italy,2005,1392572,20473
Females,From 75 to 79 years,Italy,2006,1422001,20474
Females,From 75 to 79 years,Italy,2007,1435534,20475
Females,From 75 to 79 years,Italy,2008,1438309,20476
Females,From 75 to 79 years,Italy,2009,1443797,20477
Females,From 75 to 79 years,Italy,2010,1452763,20478
Females,From 75 to 79 years,Italy,2011,1445887,20479
Females,From 75 to 79 years,Italy,2012,1443799,20480
Females,From 75 to 79 years,Italy,2013,1458634,20481
Females,From 75 to 79 years,Italy,2014,1489629,20482
Females,From 75 to 79 years,Italy,2015,1522446,20483
Females,From 75 to 79 years,Italy,2016,1549671,20484
Females,From 75 to 79 years,Italy,2017,1553671,20485
Females,From 75 to 79 years,Italy,2018,1538046,20486
Females,From 75 to 79 years,Italy,2019,1504504,20487
Females,From 75 to 79 years,Italy,2020,1462780,20488
Females,From 75 to 79 years,Italy,2021,1406576,20489
Females,From 75 to 79 years,Italy,2022,1457824,20490
Females,From 75 to 79 years,Italy,2023,1514300,20491
Females,From 75 to 79 years,Italy,2024,1578382,20492
Females,From 75 to 79 years,Liechtenstein,1995,340,20493
Females,From 75 to 79 years,Liechtenstein,1996,349,20494
Females,From 75 to 79 years,Liechtenstein,1997,387,20495
Females,From 75 to 79 years,Liechtenstein,1998,434,20496
Females,From 75 to 79 years,Liechtenstein,1999,450,20497
Females,From 75 to 79 years,Liechtenstein,2000,494,20498
Females,From 75 to 79 years,Liechtenstein,2001,485,20499
Females,From 75 to 79 years,Liechtenstein,2002,507,20500
Females,From 75 to 79 years,Liechtenstein,2003,503,20501
Females,From 75 to 79 years,Liechtenstein,2004,485,20502
Females,From 75 to 79 years,Liechtenstein,2005,471,20503
Females,From 75 to 79 years,Liechtenstein,2006,456,20504
Females,From 75 to 79 years,Liechtenstein,2007,428,20505
Females,From 75 to 79 years,Liechtenstein,2008,413,20506
Females,From 75 to 79 years,Liechtenstein,2009,442,20507
Females,From 75 to 79 years,Liechtenstein,2010,458,20508
Females,From 75 to 79 years,Liechtenstein,2011,489,20509
Females,From 75 to 79 years,Liechtenstein,2012,517,20510
Females,From 75 to 79 years,Liechtenstein,2013,537,20511
Females,From 75 to 79 years,Liechtenstein,2014,546,20512
Females,From 75 to 79 years,Liechtenstein,2015,538,20513
Females,From 75 to 79 years,Liechtenstein,2016,605,20514
Females,From 75 to 79 years,Liechtenstein,2017,654,20515
Females,From 75 to 79 years,Liechtenstein,2018,714,20516
Females,From 75 to 79 years,Liechtenstein,2019,743,20517
Females,From 75 to 79 years,Liechtenstein,2020,808,20518
Females,From 75 to 79 years,Liechtenstein,2021,789,20519
Females,From 75 to 79 years,Liechtenstein,2022,832,20520
Females,From 75 to 79 years,Liechtenstein,2023,835,20521
Females,From 75 to 79 years,Liechtenstein,2024,886,20522
Females,From 75 to 79 years,Lithuania,1995,41058,20523
Females,From 75 to 79 years,Lithuania,1996,43776,20524
Females,From 75 to 79 years,Lithuania,1997,47646,20525
Females,From 75 to 79 years,Lithuania,1998,53729,20526
Females,From 75 to 79 years,Lithuania,1999,59691,20527
Females,From 75 to 79 years,Lithuania,2000,64611,20528
Females,From 75 to 79 years,Lithuania,2001,67326,20529
Females,From 75 to 79 years,Lithuania,2002,71340,20530
Females,From 75 to 79 years,Lithuania,2003,74108,20531
Females,From 75 to 79 years,Lithuania,2004,77177,20532
Females,From 75 to 79 years,Lithuania,2005,78127,20533
Females,From 75 to 79 years,Lithuania,2006,78804,20534
Females,From 75 to 79 years,Lithuania,2007,79060,20535
Females,From 75 to 79 years,Lithuania,2008,80122,20536
Females,From 75 to 79 years,Lithuania,2009,79503,20537
Females,From 75 to 79 years,Lithuania,2010,79219,20538
Females,From 75 to 79 years,Lithuania,2011,79212,20539
Females,From 75 to 79 years,Lithuania,2012,80313,20540
Females,From 75 to 79 years,Lithuania,2013,80278,20541
Females,From 75 to 79 years,Lithuania,2014,80860,20542
Females,From 75 to 79 years,Lithuania,2015,80840,20543
Females,From 75 to 79 years,Lithuania,2016,80359,20544
Females,From 75 to 79 years,Lithuania,2017,79064,20545
Females,From 75 to 79 years,Lithuania,2018,78320,20546
Females,From 75 to 79 years,Lithuania,2019,77086,20547
Females,From 75 to 79 years,Lithuania,2020,74173,20548
Females,From 75 to 79 years,Lithuania,2021,73494,20549
Females,From 75 to 79 years,Lithuania,2022,69924,20550
Females,From 75 to 79 years,Lithuania,2023,67511,20551
Females,From 75 to 79 years,Lithuania,2024,68081,20552
Females,From 75 to 79 years,Luxembourg,1995,5742,20553
Females,From 75 to 79 years,Luxembourg,1996,6098,20554
Females,From 75 to 79 years,Luxembourg,1997,6569,20555
Females,From 75 to 79 years,Luxembourg,1998,6985,20556
Females,From 75 to 79 years,Luxembourg,1999,7542,20557
Females,From 75 to 79 years,Luxembourg,2000,7918,20558
Females,From 75 to 79 years,Luxembourg,2001,7699,20559
Females,From 75 to 79 years,Luxembourg,2002,7879,20560
Females,From 75 to 79 years,Luxembourg,2003,8108,20561
Females,From 75 to 79 years,Luxembourg,2004,8128,20562
Females,From 75 to 79 years,Luxembourg,2005,8369,20563
Females,From 75 to 79 years,Luxembourg,2006,8605,20564
Females,From 75 to 79 years,Luxembourg,2007,8733,20565
Females,From 75 to 79 years,Luxembourg,2008,8672,20566
Females,From 75 to 79 years,Luxembourg,2009,8629,20567
Females,From 75 to 79 years,Luxembourg,2010,8510,20568
Females,From 75 to 79 years,Luxembourg,2011,8352,20569
Females,From 75 to 79 years,Luxembourg,2012,8232,20570
Females,From 75 to 79 years,Luxembourg,2013,8225,20571
Females,From 75 to 79 years,Luxembourg,2014,8418,20572
Females,From 75 to 79 years,Luxembourg,2015,8683,20573
Females,From 75 to 79 years,Luxembourg,2016,8805,20574
Females,From 75 to 79 years,Luxembourg,2017,8885,20575
Females,From 75 to 79 years,Luxembourg,2018,8964,20576
Females,From 75 to 79 years,Luxembourg,2019,8950,20577
Females,From 75 to 79 years,Luxembourg,2020,8870,20578
Females,From 75 to 79 years,Luxembourg,2021,8844,20579
Females,From 75 to 79 years,Luxembourg,2022,9123,20580
Females,From 75 to 79 years,Luxembourg,2023,9487,20581
Females,From 75 to 79 years,Luxembourg,2024,9898,20582
Females,From 75 to 79 years,Latvia,1995,34464,20583
Females,From 75 to 79 years,Latvia,1996,34600,20584
Females,From 75 to 79 years,Latvia,1997,36951,20585
Females,From 75 to 79 years,Latvia,1998,41151,20586
Females,From 75 to 79 years,Latvia,1999,45422,20587
Females,From 75 to 79 years,Latvia,2000,49613,20588
Females,From 75 to 79 years,Latvia,2001,53116,20589
Females,From 75 to 79 years,Latvia,2002,55358,20590
Females,From 75 to 79 years,Latvia,2003,56437,20591
Females,From 75 to 79 years,Latvia,2004,57026,20592
Females,From 75 to 79 years,Latvia,2005,56798,20593
Females,From 75 to 79 years,Latvia,2006,56932,20594
Females,From 75 to 79 years,Latvia,2007,56345,20595
Females,From 75 to 79 years,Latvia,2008,56101,20596
Females,From 75 to 79 years,Latvia,2009,54732,20597
Females,From 75 to 79 years,Latvia,2010,53675,20598
Females,From 75 to 79 years,Latvia,2011,53096,20599
Females,From 75 to 79 years,Latvia,2012,53669,20600
Females,From 75 to 79 years,Latvia,2013,54921,20601
Females,From 75 to 79 years,Latvia,2014,56978,20602
Females,From 75 to 79 years,Latvia,2015,59572,20603
Females,From 75 to 79 years,Latvia,2016,60904,20604
Females,From 75 to 79 years,Latvia,2017,61534,20605
Females,From 75 to 79 years,Latvia,2018,60460,20606
Females,From 75 to 79 years,Latvia,2019,58037,20607
Females,From 75 to 79 years,Latvia,2020,54996,20608
Females,From 75 to 79 years,Latvia,2021,51380,20609
Females,From 75 to 79 years,Latvia,2022,48034,20610
Females,From 75 to 79 years,Latvia,2023,46970,20611
Females,From 75 to 79 years,Latvia,2024,47816,20612
Females,From 75 to 79 years,Moldova,2006,47328,20613
Females,From 75 to 79 years,Moldova,2007,49443,20614
Females,From 75 to 79 years,Moldova,2008,49562,20615
Females,From 75 to 79 years,Moldova,2009,47225,20616
Females,From 75 to 79 years,Moldova,2010,46779,20617
Females,From 75 to 79 years,Moldova,2011,45869,20618
Females,From 75 to 79 years,Moldova,2012,46809,20619
Females,From 75 to 79 years,Moldova,2013,46502,20620
Females,From 75 to 79 years,Moldova,2014,48314,20621
Females,From 75 to 79 years,Moldova,2015,44599,20622
Females,From 75 to 79 years,Moldova,2016,43918,20623
Females,From 75 to 79 years,Moldova,2017,43041,20624
Females,From 75 to 79 years,Moldova,2018,44233,20625
Females,From 75 to 79 years,Moldova,2019,43949,20626
Females,From 75 to 79 years,Moldova,2020,41917,20627
Females,From 75 to 79 years,Moldova,2021,39617,20628
Females,From 75 to 79 years,Moldova,2022,32360,20629
Females,From 75 to 79 years,Moldova,2023,31467,20630
Females,From 75 to 79 years,Moldova,2024,36721,20631
Females,From 75 to 79 years,Montenegro,2000,8421,20632
Females,From 75 to 79 years,Montenegro,2001,8408,20633
Females,From 75 to 79 years,Montenegro,2002,8495,20634
Females,From 75 to 79 years,Montenegro,2003,8523,20635
Females,From 75 to 79 years,Montenegro,2004,8502,20636
Females,From 75 to 79 years,Montenegro,2005,8684,20637
Females,From 75 to 79 years,Montenegro,2006,8825,20638
Females,From 75 to 79 years,Montenegro,2007,8925,20639
Females,From 75 to 79 years,Montenegro,2008,9138,20640
Females,From 75 to 79 years,Montenegro,2009,9209,20641
Females,From 75 to 79 years,Montenegro,2010,9599,20642
Females,From 75 to 79 years,Montenegro,2011,9825,20643
Females,From 75 to 79 years,Montenegro,2012,10329,20644
Females,From 75 to 79 years,Montenegro,2013,10607,20645
Females,From 75 to 79 years,Montenegro,2014,10875,20646
Females,From 75 to 79 years,Montenegro,2015,11267,20647
Females,From 75 to 79 years,Montenegro,2016,11570,20648
Females,From 75 to 79 years,Montenegro,2017,11180,20649
Females,From 75 to 79 years,Montenegro,2018,10956,20650
Females,From 75 to 79 years,Montenegro,2019,10267,20651
Females,From 75 to 79 years,Montenegro,2020,9678,20652
Females,From 75 to 79 years,Montenegro,2021,8597,20653
Females,From 75 to 79 years,Montenegro,2022,8787,20654
Females,From 75 to 79 years,Montenegro,2023,8952,20655
Females,From 75 to 79 years,Montenegro,2024,10146,20656
Females,From 75 to 79 years,North Macedonia,1995,11758,20657
Females,From 75 to 79 years,North Macedonia,1996,13606,20658
Females,From 75 to 79 years,North Macedonia,1997,15429,20659
Females,From 75 to 79 years,North Macedonia,1998,17801,20660
Females,From 75 to 79 years,North Macedonia,1999,20054,20661
Females,From 75 to 79 years,North Macedonia,2000,21513,20662
Females,From 75 to 79 years,North Macedonia,2001,21817,20663
Females,From 75 to 79 years,North Macedonia,2002,23028,20664
Females,From 75 to 79 years,North Macedonia,2003,23048,20665
Females,From 75 to 79 years,North Macedonia,2004,23367,20666
Females,From 75 to 79 years,North Macedonia,2005,23768,20667
Females,From 75 to 79 years,North Macedonia,2006,25136,20668
Females,From 75 to 79 years,North Macedonia,2007,25585,20669
Females,From 75 to 79 years,North Macedonia,2008,26492,20670
Females,From 75 to 79 years,North Macedonia,2009,27765,20671
Females,From 75 to 79 years,North Macedonia,2010,29050,20672
Females,From 75 to 79 years,North Macedonia,2011,29697,20673
Females,From 75 to 79 years,North Macedonia,2012,30490,20674
Females,From 75 to 79 years,North Macedonia,2013,30599,20675
Females,From 75 to 79 years,North Macedonia,2014,30361,20676
Females,From 75 to 79 years,North Macedonia,2015,30039,20677
Females,From 75 to 79 years,North Macedonia,2016,30103,20678
Females,From 75 to 79 years,North Macedonia,2017,29573,20679
Females,From 75 to 79 years,North Macedonia,2018,30306,20680
Females,From 75 to 79 years,North Macedonia,2019,30932,20681
Females,From 75 to 79 years,North Macedonia,2020,31161,20682
Females,From 75 to 79 years,North Macedonia,2021,30823,20683
Females,From 75 to 79 years,North Macedonia,2022,30799,20684
Females,From 75 to 79 years,North Macedonia,2023,32679,20685
Females,From 75 to 79 years,Malta,1995,3896,20686
Females,From 75 to 79 years,Malta,1996,4297,20687
Females,From 75 to 79 years,Malta,1997,4835,20688
Females,From 75 to 79 years,Malta,1998,5160,20689
Females,From 75 to 79 years,Malta,1999,5381,20690
Females,From 75 to 79 years,Malta,2000,5660,20691
Females,From 75 to 79 years,Malta,2001,5827,20692
Females,From 75 to 79 years,Malta,2002,5910,20693
Females,From 75 to 79 years,Malta,2003,6073,20694
Females,From 75 to 79 years,Malta,2004,6124,20695
Females,From 75 to 79 years,Malta,2005,6082,20696
Females,From 75 to 79 years,Malta,2006,6511,20697
Females,From 75 to 79 years,Malta,2007,6714,20698
Females,From 75 to 79 years,Malta,2008,6948,20699
Females,From 75 to 79 years,Malta,2009,7274,20700
Females,From 75 to 79 years,Malta,2010,7425,20701
Females,From 75 to 79 years,Malta,2011,7591,20702
Females,From 75 to 79 years,Malta,2012,7748,20703
Females,From 75 to 79 years,Malta,2013,7883,20704
Females,From 75 to 79 years,Malta,2014,7968,20705
Females,From 75 to 79 years,Malta,2015,8192,20706
Females,From 75 to 79 years,Malta,2016,8159,20707
Females,From 75 to 79 years,Malta,2017,7923,20708
Females,From 75 to 79 years,Malta,2018,7529,20709
Females,From 75 to 79 years,Malta,2019,7762,20710
Females,From 75 to 79 years,Malta,2020,8690,20711
Females,From 75 to 79 years,Malta,2021,9604,20712
Females,From 75 to 79 years,Malta,2022,10814,20713
Females,From 75 to 79 years,Malta,2023,12308,20714
Females,From 75 to 79 years,Malta,2024,13152,20715
Females,From 75 to 79 years,Netherlands,1995,234265,20716
Females,From 75 to 79 years,Netherlands,1996,243981,20717
Females,From 75 to 79 years,Netherlands,1997,252069,20718
Females,From 75 to 79 years,Netherlands,1998,259332,20719
Females,From 75 to 79 years,Netherlands,1999,269361,20720
Females,From 75 to 79 years,Netherlands,2000,276639,20721
Females,From 75 to 79 years,Netherlands,2001,274722,20722
Females,From 75 to 79 years,Netherlands,2002,272940,20723
Females,From 75 to 79 years,Netherlands,2003,270979,20724
Females,From 75 to 79 years,Netherlands,2004,270022,20725
Females,From 75 to 79 years,Netherlands,2005,269688,20726
Females,From 75 to 79 years,Netherlands,2006,272573,20727
Females,From 75 to 79 years,Netherlands,2007,274520,20728
Females,From 75 to 79 years,Netherlands,2008,278271,20729
Females,From 75 to 79 years,Netherlands,2009,278676,20730
Females,From 75 to 79 years,Netherlands,2010,280360,20731
