sex,age,geo,year,population,id
Males,From 25 to 29 years,Ireland,2008,204090,34022
Males,From 25 to 29 years,Ireland,2009,199926,34023
Males,From 25 to 29 years,Ireland,2010,191173,34024
Males,From 25 to 29 years,Ireland,2011,180676,34025
Males,From 25 to 29 years,Ireland,2012,166364,34026
Males,From 25 to 29 years,Ireland,2013,156853,34027
Males,From 25 to 29 years,Ireland,2014,148881,34028
Males,From 25 to 29 years,Ireland,2015,144504,34029
Males,From 25 to 29 years,Ireland,2016,144916,34030
Males,From 25 to 29 years,Ireland,2017,145158,34031
Males,From 25 to 29 years,Ireland,2018,145503,34032
Males,From 25 to 29 years,Ireland,2019,146480,34033
Males,From 25 to 29 years,Ireland,2020,147020,34034
Males,From 25 to 29 years,Ireland,2021,147808,34035
Males,From 25 to 29 years,Ireland,2022,149493,34036
Males,From 25 to 29 years,Ireland,2023,154959,34037
Males,From 25 to 29 years,Ireland,2024,159096,34038
Males,From 25 to 29 years,Iceland,1995,10411,34039
Males,From 25 to 29 years,Iceland,1996,9934,34040
Males,From 25 to 29 years,Iceland,1997,9749,34041
Males,From 25 to 29 years,Iceland,1998,9985,34042
Males,From 25 to 29 years,Iceland,1999,10346,34043
Males,From 25 to 29 years,Iceland,2000,10490,34044
Males,From 25 to 29 years,Iceland,2001,10851,34045
Males,From 25 to 29 years,Iceland,2002,10943,34046
Males,From 25 to 29 years,Iceland,2003,10640,34047
Males,From 25 to 29 years,Iceland,2004,10346,34048
Males,From 25 to 29 years,Iceland,2005,10532,34049
Males,From 25 to 29 years,Iceland,2006,11127,34050
Males,From 25 to 29 years,Iceland,2007,11868,34051
Males,From 25 to 29 years,Iceland,2008,12977,34052
Males,From 25 to 29 years,Iceland,2009,13206,34053
Males,From 25 to 29 years,Iceland,2010,12358,34054
Males,From 25 to 29 years,Iceland,2011,11816,34055
Males,From 25 to 29 years,Iceland,2012,11351,34056
Males,From 25 to 29 years,Iceland,2013,11211,34057
Males,From 25 to 29 years,Iceland,2014,11581,34058
Males,From 25 to 29 years,Iceland,2015,11839,34059
Males,From 25 to 29 years,Iceland,2016,12583,34060
Males,From 25 to 29 years,Iceland,2017,13495,34061
Males,From 25 to 29 years,Iceland,2018,14884,34062
Males,From 25 to 29 years,Iceland,2019,15802,34063
Males,From 25 to 29 years,Iceland,2020,16328,34064
Males,From 25 to 29 years,Iceland,2021,16033,34065
Males,From 25 to 29 years,Iceland,2022,16052,34066
Males,From 25 to 29 years,Iceland,2023,16531,34067
Males,From 25 to 29 years,Iceland,2024,15365,34068
Males,From 25 to 29 years,Italy,1995,2349494,34069
Males,From 25 to 29 years,Italy,1996,2318777,34070
Males,From 25 to 29 years,Italy,1997,2294876,34071
Males,From 25 to 29 years,Italy,1998,2275160,34072
Males,From 25 to 29 years,Italy,1999,2250875,34073
Males,From 25 to 29 years,Italy,2000,2219732,34074
Males,From 25 to 29 years,Italy,2001,2186334,34075
Males,From 25 to 29 years,Italy,2002,2128054,34076
Males,From 25 to 29 years,Italy,2003,2065559,34077
Males,From 25 to 29 years,Italy,2004,2032664,34078
Males,From 25 to 29 years,Italy,2005,1971142,34079
Males,From 25 to 29 years,Italy,2006,1886008,34080
Males,From 25 to 29 years,Italy,2007,1806628,34081
Males,From 25 to 29 years,Italy,2008,1770464,34082
Males,From 25 to 29 years,Italy,2009,1733232,34083
Males,From 25 to 29 years,Italy,2010,1701031,34084
Males,From 25 to 29 years,Italy,2011,1680483,34085
Males,From 25 to 29 years,Italy,2012,1661624,34086
Males,From 25 to 29 years,Italy,2013,1648154,34087
Males,From 25 to 29 years,Italy,2014,1645156,34088
Males,From 25 to 29 years,Italy,2015,1632389,34089
Males,From 25 to 29 years,Italy,2016,1630161,34090
Males,From 25 to 29 years,Italy,2017,1635281,34091
Males,From 25 to 29 years,Italy,2018,1642764,34092
Males,From 25 to 29 years,Italy,2019,1627406,34093
Males,From 25 to 29 years,Italy,2020,1605444,34094
Males,From 25 to 29 years,Italy,2021,1566265,34095
Males,From 25 to 29 years,Italy,2022,1550618,34096
Males,From 25 to 29 years,Italy,2023,1554288,34097
Males,From 25 to 29 years,Italy,2024,1575454,34098
Males,From 25 to 29 years,Liechtenstein,1995,1310,34099
Males,From 25 to 29 years,Liechtenstein,1996,1352,34100
Males,From 25 to 29 years,Liechtenstein,1997,1336,34101
Males,From 25 to 29 years,Liechtenstein,1998,1291,34102
Males,From 25 to 29 years,Liechtenstein,1999,1311,34103
Males,From 25 to 29 years,Liechtenstein,2000,1253,34104
Males,From 25 to 29 years,Liechtenstein,2001,1155,34105
Males,From 25 to 29 years,Liechtenstein,2002,1153,34106
Males,From 25 to 29 years,Liechtenstein,2003,1158,34107
Males,From 25 to 29 years,Liechtenstein,2004,1129,34108
Males,From 25 to 29 years,Liechtenstein,2005,1106,34109
Males,From 25 to 29 years,Liechtenstein,2006,1150,34110
Males,From 25 to 29 years,Liechtenstein,2007,1145,34111
Males,From 25 to 29 years,Liechtenstein,2008,1148,34112
Males,From 25 to 29 years,Liechtenstein,2009,1149,34113
Males,From 25 to 29 years,Liechtenstein,2010,1139,34114
Males,From 25 to 29 years,Liechtenstein,2011,1141,34115
Males,From 25 to 29 years,Liechtenstein,2012,1123,34116
Males,From 25 to 29 years,Liechtenstein,2013,1103,34117
Males,From 25 to 29 years,Liechtenstein,2014,1158,34118
Males,From 25 to 29 years,Liechtenstein,2015,1177,34119
Males,From 25 to 29 years,Liechtenstein,2016,1158,34120
Males,From 25 to 29 years,Liechtenstein,2017,1176,34121
Males,From 25 to 29 years,Liechtenstein,2018,1176,34122
Males,From 25 to 29 years,Liechtenstein,2019,1171,34123
Males,From 25 to 29 years,Liechtenstein,2020,1157,34124
Males,From 25 to 29 years,Liechtenstein,2021,1189,34125
Males,From 25 to 29 years,Liechtenstein,2022,1165,34126
Males,From 25 to 29 years,Liechtenstein,2023,1206,34127
Males,From 25 to 29 years,Liechtenstein,2024,1153,34128
Males,From 25 to 29 years,Lithuania,1995,138731,34129
Males,From 25 to 29 years,Lithuania,1996,138489,34130
Males,From 25 to 29 years,Lithuania,1997,136483,34131
Males,From 25 to 29 years,Lithuania,1998,134216,34132
Males,From 25 to 29 years,Lithuania,1999,131123,34133
Males,From 25 to 29 years,Lithuania,2000,125562,34134
Males,From 25 to 29 years,Lithuania,2001,120628,34135
Males,From 25 to 29 years,Lithuania,2002,115536,34136
Males,From 25 to 29 years,Lithuania,2003,112806,34137
Males,From 25 to 29 years,Lithuania,2004,110590,34138
Males,From 25 to 29 years,Lithuania,2005,109079,34139
Males,From 25 to 29 years,Lithuania,2006,106538,34140
Males,From 25 to 29 years,Lithuania,2007,104983,34141
Males,From 25 to 29 years,Lithuania,2008,103844,34142
Males,From 25 to 29 years,Lithuania,2009,104895,34143
Males,From 25 to 29 years,Lithuania,2010,104145,34144
Males,From 25 to 29 years,Lithuania,2011,98459,34145
Males,From 25 to 29 years,Lithuania,2012,97738,34146
Males,From 25 to 29 years,Lithuania,2013,98992,34147
Males,From 25 to 29 years,Lithuania,2014,97836,34148
Males,From 25 to 29 years,Lithuania,2015,96728,34149
Males,From 25 to 29 years,Lithuania,2016,95928,34150
Males,From 25 to 29 years,Lithuania,2017,94436,34151
Males,From 25 to 29 years,Lithuania,2018,91727,34152
Males,From 25 to 29 years,Lithuania,2019,90899,34153
Males,From 25 to 29 years,Lithuania,2020,90016,34154
Males,From 25 to 29 years,Lithuania,2021,86449,34155
Males,From 25 to 29 years,Lithuania,2022,83067,34156
Males,From 25 to 29 years,Lithuania,2023,81961,34157
Males,From 25 to 29 years,Lithuania,2024,83838,34158
Males,From 25 to 29 years,Luxembourg,1995,16955,34159
Males,From 25 to 29 years,Luxembourg,1996,16714,34160
Males,From 25 to 29 years,Luxembourg,1997,16580,34161
Males,From 25 to 29 years,Luxembourg,1998,16250,34162
Males,From 25 to 29 years,Luxembourg,1999,15984,34163
Males,From 25 to 29 years,Luxembourg,2000,15747,34164
Males,From 25 to 29 years,Luxembourg,2001,15588,34165
Males,From 25 to 29 years,Luxembourg,2002,15303,34166
Males,From 25 to 29 years,Luxembourg,2003,15113,34167
Males,From 25 to 29 years,Luxembourg,2004,15220,34168
Males,From 25 to 29 years,Luxembourg,2005,15427,34169
Males,From 25 to 29 years,Luxembourg,2006,15623,34170
Males,From 25 to 29 years,Luxembourg,2007,16020,34171
Males,From 25 to 29 years,Luxembourg,2008,16454,34172
Males,From 25 to 29 years,Luxembourg,2009,17001,34173
Males,From 25 to 29 years,Luxembourg,2010,17485,34174
Males,From 25 to 29 years,Luxembourg,2011,17853,34175
Males,From 25 to 29 years,Luxembourg,2012,18432,34176
Males,From 25 to 29 years,Luxembourg,2013,19071,34177
Males,From 25 to 29 years,Luxembourg,2014,19769,34178
Males,From 25 to 29 years,Luxembourg,2015,20378,34179
Males,From 25 to 29 years,Luxembourg,2016,21481,34180
Males,From 25 to 29 years,Luxembourg,2017,22000,34181
Males,From 25 to 29 years,Luxembourg,2018,22830,34182
Males,From 25 to 29 years,Luxembourg,2019,23710,34183
Males,From 25 to 29 years,Luxembourg,2020,24484,34184
Males,From 25 to 29 years,Luxembourg,2021,24373,34185
Males,From 25 to 29 years,Luxembourg,2022,24997,34186
Males,From 25 to 29 years,Luxembourg,2023,25861,34187
Males,From 25 to 29 years,Luxembourg,2024,26179,34188
Males,From 25 to 29 years,Latvia,1995,86501,34189
Males,From 25 to 29 years,Latvia,1996,87112,34190
Males,From 25 to 29 years,Latvia,1997,87864,34191
Males,From 25 to 29 years,Latvia,1998,87109,34192
Males,From 25 to 29 years,Latvia,1999,85609,34193
Males,From 25 to 29 years,Latvia,2000,83182,34194
Males,From 25 to 29 years,Latvia,2001,82443,34195
Males,From 25 to 29 years,Latvia,2002,80504,34196
Males,From 25 to 29 years,Latvia,2003,79078,34197
Males,From 25 to 29 years,Latvia,2004,78139,34198
Males,From 25 to 29 years,Latvia,2005,76877,34199
Males,From 25 to 29 years,Latvia,2006,76231,34200
Males,From 25 to 29 years,Latvia,2007,75988,34201
Males,From 25 to 29 years,Latvia,2008,77252,34202
Males,From 25 to 29 years,Latvia,2009,78036,34203
Males,From 25 to 29 years,Latvia,2010,76996,34204
Males,From 25 to 29 years,Latvia,2011,75437,34205
Males,From 25 to 29 years,Latvia,2012,75725,34206
Males,From 25 to 29 years,Latvia,2013,76422,34207
Males,From 25 to 29 years,Latvia,2014,75305,34208
Males,From 25 to 29 years,Latvia,2015,74489,34209
Males,From 25 to 29 years,Latvia,2016,73089,34210
Males,From 25 to 29 years,Latvia,2017,70433,34211
Males,From 25 to 29 years,Latvia,2018,67891,34212
Males,From 25 to 29 years,Latvia,2019,63845,34213
Males,From 25 to 29 years,Latvia,2020,59704,34214
Males,From 25 to 29 years,Latvia,2021,55036,34215
Males,From 25 to 29 years,Latvia,2022,50490,34216
Males,From 25 to 29 years,Latvia,2023,46621,34217
Males,From 25 to 29 years,Latvia,2024,43977,34218
Males,From 25 to 29 years,Moldova,2006,153879,34219
Males,From 25 to 29 years,Moldova,2007,147266,34220
Males,From 25 to 29 years,Moldova,2008,150473,34221
Males,From 25 to 29 years,Moldova,2009,155389,34222
Males,From 25 to 29 years,Moldova,2010,160613,34223
Males,From 25 to 29 years,Moldova,2011,165603,34224
Males,From 25 to 29 years,Moldova,2012,171474,34225
Males,From 25 to 29 years,Moldova,2013,178263,34226
Males,From 25 to 29 years,Moldova,2014,181272,34227
Males,From 25 to 29 years,Moldova,2015,125705,34228
Males,From 25 to 29 years,Moldova,2016,125467,34229
Males,From 25 to 29 years,Moldova,2017,122673,34230
Males,From 25 to 29 years,Moldova,2018,113872,34231
Males,From 25 to 29 years,Moldova,2019,105429,34232
Males,From 25 to 29 years,Moldova,2020,98536,34233
Males,From 25 to 29 years,Moldova,2021,92627,34234
Males,From 25 to 29 years,Moldova,2022,81133,34235
Males,From 25 to 29 years,Moldova,2023,72843,34236
Males,From 25 to 29 years,Moldova,2024,61479,34237
Males,From 25 to 29 years,Montenegro,2000,21571,34238
Males,From 25 to 29 years,Montenegro,2001,21756,34239
Males,From 25 to 29 years,Montenegro,2002,21760,34240
Males,From 25 to 29 years,Montenegro,2003,21834,34241
Males,From 25 to 29 years,Montenegro,2004,21957,34242
Males,From 25 to 29 years,Montenegro,2005,22221,34243
Males,From 25 to 29 years,Montenegro,2006,22542,34244
Males,From 25 to 29 years,Montenegro,2007,22690,34245
Males,From 25 to 29 years,Montenegro,2008,22801,34246
Males,From 25 to 29 years,Montenegro,2009,22847,34247
Males,From 25 to 29 years,Montenegro,2010,22987,34248
Males,From 25 to 29 years,Montenegro,2011,23421,34249
Males,From 25 to 29 years,Montenegro,2012,23495,34250
Males,From 25 to 29 years,Montenegro,2013,23266,34251
Males,From 25 to 29 years,Montenegro,2014,23112,34252
Males,From 25 to 29 years,Montenegro,2015,22367,34253
Males,From 25 to 29 years,Montenegro,2016,21753,34254
Males,From 25 to 29 years,Montenegro,2017,21034,34255
Males,From 25 to 29 years,Montenegro,2018,20662,34256
Males,From 25 to 29 years,Montenegro,2019,20313,34257
Males,From 25 to 29 years,Montenegro,2020,20319,34258
Males,From 25 to 29 years,Montenegro,2021,20412,34259
Males,From 25 to 29 years,Montenegro,2022,20472,34260
Males,From 25 to 29 years,Montenegro,2023,20144,34261
Males,From 25 to 29 years,Montenegro,2024,19578,34262
Males,From 25 to 29 years,North Macedonia,1995,77078,34263
Males,From 25 to 29 years,North Macedonia,1996,76713,34264
Males,From 25 to 29 years,North Macedonia,1997,76936,34265
Males,From 25 to 29 years,North Macedonia,1998,77505,34266
Males,From 25 to 29 years,North Macedonia,1999,78062,34267
Males,From 25 to 29 years,North Macedonia,2000,78527,34268
Males,From 25 to 29 years,North Macedonia,2001,80106,34269
Males,From 25 to 29 years,North Macedonia,2002,81169,34270
Males,From 25 to 29 years,North Macedonia,2003,78630,34271
Males,From 25 to 29 years,North Macedonia,2004,79549,34272
Males,From 25 to 29 years,North Macedonia,2005,80683,34273
Males,From 25 to 29 years,North Macedonia,2006,81294,34274
Males,From 25 to 29 years,North Macedonia,2007,81955,34275
Males,From 25 to 29 years,North Macedonia,2008,83249,34276
Males,From 25 to 29 years,North Macedonia,2009,83951,34277
Males,From 25 to 29 years,North Macedonia,2010,84251,34278
Males,From 25 to 29 years,North Macedonia,2011,84407,34279
Males,From 25 to 29 years,North Macedonia,2012,84103,34280
Males,From 25 to 29 years,North Macedonia,2013,84141,34281
Males,From 25 to 29 years,North Macedonia,2014,84112,34282
Males,From 25 to 29 years,North Macedonia,2015,83459,34283
Males,From 25 to 29 years,North Macedonia,2016,82724,34284
Males,From 25 to 29 years,North Macedonia,2017,82651,34285
Males,From 25 to 29 years,North Macedonia,2018,81371,34286
Males,From 25 to 29 years,North Macedonia,2019,79680,34287
Males,From 25 to 29 years,North Macedonia,2020,78625,34288
Males,From 25 to 29 years,North Macedonia,2021,77147,34289
Males,From 25 to 29 years,North Macedonia,2022,59529,34290
Males,From 25 to 29 years,North Macedonia,2023,57803,34291
Males,From 25 to 29 years,Malta,1995,12279,34292
Males,From 25 to 29 years,Malta,1996,12273,34293
Males,From 25 to 29 years,Malta,1997,11837,34294
Males,From 25 to 29 years,Malta,1998,12170,34295
Males,From 25 to 29 years,Malta,1999,12531,34296
Males,From 25 to 29 years,Malta,2000,13029,34297
Males,From 25 to 29 years,Malta,2001,13995,34298
Males,From 25 to 29 years,Malta,2002,14500,34299
Males,From 25 to 29 years,Malta,2003,15031,34300
Males,From 25 to 29 years,Malta,2004,15401,34301
Males,From 25 to 29 years,Malta,2005,15767,34302
Males,From 25 to 29 years,Malta,2006,15343,34303
Males,From 25 to 29 years,Malta,2007,15358,34304
Males,From 25 to 29 years,Malta,2008,15500,34305
Males,From 25 to 29 years,Malta,2009,15772,34306
Males,From 25 to 29 years,Malta,2010,15868,34307
Males,From 25 to 29 years,Malta,2011,15600,34308
Males,From 25 to 29 years,Malta,2012,15709,34309
Males,From 25 to 29 years,Malta,2013,15913,34310
Males,From 25 to 29 years,Malta,2014,16600,34311
Males,From 25 to 29 years,Malta,2015,17309,34312
Males,From 25 to 29 years,Malta,2016,18072,34313
Males,From 25 to 29 years,Malta,2017,18556,34314
Males,From 25 to 29 years,Malta,2018,20114,34315
Males,From 25 to 29 years,Malta,2019,22098,34316
Males,From 25 to 29 years,Malta,2020,24317,34317
Males,From 25 to 29 years,Malta,2021,23993,34318
Males,From 25 to 29 years,Malta,2022,23957,34319
Males,From 25 to 29 years,Malta,2023,26800,34320
Males,From 25 to 29 years,Malta,2024,29844,34321
Males,From 25 to 29 years,Netherlands,1995,667039,34322
Males,From 25 to 29 years,Netherlands,1996,663405,34323
Males,From 25 to 29 years,Netherlands,1997,657393,34324
Males,From 25 to 29 years,Netherlands,1998,646611,34325
Males,From 25 to 29 years,Netherlands,1999,626110,34326
Males,From 25 to 29 years,Netherlands,2000,594775,34327
Males,From 25 to 29 years,Netherlands,2001,564302,34328
Males,From 25 to 29 years,Netherlands,2002,540287,34329
Males,From 25 to 29 years,Netherlands,2003,518928,34330
Males,From 25 to 29 years,Netherlands,2004,507286,34331
Males,From 25 to 29 years,Netherlands,2005,498002,34332
Males,From 25 to 29 years,Netherlands,2006,497244,34333
Males,From 25 to 29 years,Netherlands,2007,495146,34334
Males,From 25 to 29 years,Netherlands,2008,495721,34335
Males,From 25 to 29 years,Netherlands,2009,498376,34336
Males,From 25 to 29 years,Netherlands,2010,503012,34337
Males,From 25 to 29 years,Netherlands,2011,504117,34338
Males,From 25 to 29 years,Netherlands,2012,509383,34339
Males,From 25 to 29 years,Netherlands,2013,515626,34340
Males,From 25 to 29 years,Netherlands,2014,522520,34341
Males,From 25 to 29 years,Netherlands,2015,529400,34342
Males,From 25 to 29 years,Netherlands,2016,540790,34343
Males,From 25 to 29 years,Netherlands,2017,552023,34344
Males,From 25 to 29 years,Netherlands,2018,560319,34345
Males,From 25 to 29 years,Netherlands,2019,569071,34346
Males,From 25 to 29 years,Netherlands,2020,578599,34347
Males,From 25 to 29 years,Netherlands,2021,575570,34348
Males,From 25 to 29 years,Netherlands,2022,576937,34349
Males,From 25 to 29 years,Netherlands,2023,586567,34350
Males,From 25 to 29 years,Netherlands,2024,595873,34351
Males,From 25 to 29 years,Norway,1995,176737,34352
Males,From 25 to 29 years,Norway,1996,175774,34353
Males,From 25 to 29 years,Norway,1997,174662,34354
Males,From 25 to 29 years,Norway,1998,174207,34355
Males,From 25 to 29 years,Norway,1999,171940,34356
Males,From 25 to 29 years,Norway,2000,168540,34357
Males,From 25 to 29 years,Norway,2001,165401,34358
Males,From 25 to 29 years,Norway,2002,159697,34359
Males,From 25 to 29 years,Norway,2003,153849,34360
Males,From 25 to 29 years,Norway,2004,149392,34361
Males,From 25 to 29 years,Norway,2005,146005,34362
Males,From 25 to 29 years,Norway,2006,144790,34363
Males,From 25 to 29 years,Norway,2007,145390,34364
Males,From 25 to 29 years,Norway,2008,149913,34365
Males,From 25 to 29 years,Norway,2009,153607,34366
Males,From 25 to 29 years,Norway,2010,155740,34367
Males,From 25 to 29 years,Norway,2011,158849,34368
Males,From 25 to 29 years,Norway,2012,164358,34369
Males,From 25 to 29 years,Norway,2013,168872,34370
Males,From 25 to 29 years,Norway,2014,173979,34371
Males,From 25 to 29 years,Norway,2015,179774,34372
Males,From 25 to 29 years,Norway,2016,184332,34373
Males,From 25 to 29 years,Norway,2017,187079,34374
Males,From 25 to 29 years,Norway,2018,189553,34375
Males,From 25 to 29 years,Norway,2019,189610,34376
Males,From 25 to 29 years,Norway,2020,189698,34377
Males,From 25 to 29 years,Norway,2021,188300,34378
Males,From 25 to 29 years,Norway,2022,188509,34379
Males,From 25 to 29 years,Norway,2023,188774,34380
Males,From 25 to 29 years,Norway,2024,189107,34381
Males,From 25 to 29 years,Poland,1995,1244069,34382
Males,From 25 to 29 years,Poland,1996,1255076,34383
Males,From 25 to 29 years,Poland,1997,1279732,34384
Males,From 25 to 29 years,Poland,1998,1317150,34385
Males,From 25 to 29 years,Poland,1999,1353473,34386
Males,From 25 to 29 years,Poland,2000,1362067,34387
Males,From 25 to 29 years,Poland,2001,1406313,34388
Males,From 25 to 29 years,Poland,2002,1455998,34389
Males,From 25 to 29 years,Poland,2003,1491823,34390
Males,From 25 to 29 years,Poland,2004,1524044,34391
Males,From 25 to 29 years,Poland,2005,1553035,34392
Males,From 25 to 29 years,Poland,2006,1576368,34393
Males,From 25 to 29 years,Poland,2007,1580804,34394
Males,From 25 to 29 years,Poland,2008,1606025,34395
Males,From 25 to 29 years,Poland,2009,1640115,34396
Males,From 25 to 29 years,Poland,2010,1613060,34397
Males,From 25 to 29 years,Poland,2011,1613230,34398
Males,From 25 to 29 years,Poland,2012,1602322,34399
Males,From 25 to 29 years,Poland,2013,1568293,34400
Males,From 25 to 29 years,Poland,2014,1516379,34401
Males,From 25 to 29 years,Poland,2015,1466254,34402
Males,From 25 to 29 years,Poland,2016,1423888,34403
Males,From 25 to 29 years,Poland,2017,1393916,34404
Males,From 25 to 29 years,Poland,2018,1358655,34405
Males,From 25 to 29 years,Poland,2019,1320546,34406
Males,From 25 to 29 years,Poland,2020,1278115,34407
Males,From 25 to 29 years,Poland,2021,1181475,34408
Males,From 25 to 29 years,Poland,2022,1131686,34409
Males,From 25 to 29 years,Poland,2023,1088131,34410
Males,From 25 to 29 years,Poland,2024,1045860,34411
Males,From 25 to 29 years,Portugal,1995,371163,34412
Males,From 25 to 29 years,Portugal,1996,375419,34413
Males,From 25 to 29 years,Portugal,1997,380436,34414
Males,From 25 to 29 years,Portugal,1998,386055,34415
Males,From 25 to 29 years,Portugal,1999,390620,34416
Males,From 25 to 29 years,Portugal,2000,397673,34417
Males,From 25 to 29 years,Portugal,2001,404998,34418
Males,From 25 to 29 years,Portugal,2002,413258,34419
Males,From 25 to 29 years,Portugal,2003,416632,34420
Males,From 25 to 29 years,Portugal,2004,413873,34421
Males,From 25 to 29 years,Portugal,2005,405381,34422
Males,From 25 to 29 years,Portugal,2006,394939,34423
Males,From 25 to 29 years,Portugal,2007,381679,34424
Males,From 25 to 29 years,Portugal,2008,368655,34425
Males,From 25 to 29 years,Portugal,2009,356187,34426
Males,From 25 to 29 years,Portugal,2010,344969,34427
Males,From 25 to 29 years,Portugal,2011,328394,34428
Males,From 25 to 29 years,Portugal,2012,315494,34429
Males,From 25 to 29 years,Portugal,2013,300987,34430
Males,From 25 to 29 years,Portugal,2014,289195,34431
Males,From 25 to 29 years,Portugal,2015,278801,34432
Males,From 25 to 29 years,Portugal,2016,275334,34433
Males,From 25 to 29 years,Portugal,2017,274446,34434
Males,From 25 to 29 years,Portugal,2018,274082,34435
Males,From 25 to 29 years,Portugal,2019,273146,34436
Males,From 25 to 29 years,Portugal,2020,274075,34437
Males,From 25 to 29 years,Portugal,2021,273955,34438
Males,From 25 to 29 years,Portugal,2022,276848,34439
Males,From 25 to 29 years,Portugal,2023,283434,34440
Males,From 25 to 29 years,Portugal,2024,291928,34441
Males,From 25 to 29 years,Romania,1995,911206,34442
Males,From 25 to 29 years,Romania,1996,974300,34443
Males,From 25 to 29 years,Romania,1997,1013508,34444
Males,From 25 to 29 years,Romania,1998,960733,34445
Males,From 25 to 29 years,Romania,1999,908567,34446
Males,From 25 to 29 years,Romania,2000,914261,34447
Males,From 25 to 29 years,Romania,2001,929703,34448
Males,From 25 to 29 years,Romania,2002,879080,34449
Males,From 25 to 29 years,Romania,2003,860158,34450
Males,From 25 to 29 years,Romania,2004,861435,34451
Males,From 25 to 29 years,Romania,2005,856856,34452
Males,From 25 to 29 years,Romania,2006,809126,34453
Males,From 25 to 29 years,Romania,2007,803198,34454
Males,From 25 to 29 years,Romania,2008,736871,34455
Males,From 25 to 29 years,Romania,2009,680711,34456
Males,From 25 to 29 years,Romania,2010,673549,34457
Males,From 25 to 29 years,Romania,2011,668740,34458
Males,From 25 to 29 years,Romania,2012,670368,34459
Males,From 25 to 29 years,Romania,2013,694200,34460
Males,From 25 to 29 years,Romania,2014,724596,34461
Males,From 25 to 29 years,Romania,2015,732741,34462
Males,From 25 to 29 years,Romania,2016,701838,34463
Males,From 25 to 29 years,Romania,2017,673836,34464
Males,From 25 to 29 years,Romania,2018,633250,34465
Males,From 25 to 29 years,Romania,2019,590060,34466
Males,From 25 to 29 years,Romania,2020,548949,34467
Males,From 25 to 29 years,Romania,2021,521145,34468
Males,From 25 to 29 years,Romania,2022,490919,34469
Males,From 25 to 29 years,Romania,2023,495934,34470
Males,From 25 to 29 years,Romania,2024,502232,34471
Males,From 25 to 29 years,Serbia,1999,241915,34472
Males,From 25 to 29 years,Serbia,2000,244506,34473
Males,From 25 to 29 years,Serbia,2001,249185,34474
Males,From 25 to 29 years,Serbia,2002,254010,34475
Males,From 25 to 29 years,Serbia,2003,258125,34476
Males,From 25 to 29 years,Serbia,2004,260818,34477
Males,From 25 to 29 years,Serbia,2005,262472,34478
Males,From 25 to 29 years,Serbia,2006,262674,34479
Males,From 25 to 29 years,Serbia,2007,261552,34480
Males,From 25 to 29 years,Serbia,2008,260384,34481
Males,From 25 to 29 years,Serbia,2009,259844,34482
Males,From 25 to 29 years,Serbia,2010,259979,34483
Males,From 25 to 29 years,Serbia,2011,248869,34484
Males,From 25 to 29 years,Serbia,2012,246382,34485
Males,From 25 to 29 years,Serbia,2013,243733,34486
Males,From 25 to 29 years,Serbia,2014,240206,34487
Males,From 25 to 29 years,Serbia,2015,233956,34488
Males,From 25 to 29 years,Serbia,2016,229507,34489
Males,From 25 to 29 years,Serbia,2017,226252,34490
Males,From 25 to 29 years,Serbia,2018,220978,34491
Males,From 25 to 29 years,Serbia,2019,216403,34492
Males,From 25 to 29 years,Serbia,2020,213859,34493
Males,From 25 to 29 years,Serbia,2021,211643,34494
Males,From 25 to 29 years,Serbia,2022,207188,34495
Males,From 25 to 29 years,Serbia,2023,189370,34496
Males,From 25 to 29 years,Serbia,2024,184653,34497
Males,From 25 to 29 years,Russia,2006,5518306,34498
Males,From 25 to 29 years,Russia,2007,5576398,34499
Males,From 25 to 29 years,Russia,2008,5744111,34500
Males,From 25 to 29 years,Russia,2009,5969335,34501
Males,From 25 to 29 years,Russia,2010,6158595,34502
Males,From 25 to 29 years,Russia,2011,6009771,34503
Males,From 25 to 29 years,Russia,2014,6320134,34504
Males,From 25 to 29 years,Sweden,1995,326435,34505
Males,From 25 to 29 years,Sweden,1996,317312,34506
Males,From 25 to 29 years,Sweden,1997,310768,34507
Males,From 25 to 29 years,Sweden,1998,304492,34508
Males,From 25 to 29 years,Sweden,1999,301793,34509
Males,From 25 to 29 years,Sweden,2000,302625,34510
Males,From 25 to 29 years,Sweden,2001,301250,34511
Males,From 25 to 29 years,Sweden,2002,295514,34512
Males,From 25 to 29 years,Sweden,2003,289490,34513
Males,From 25 to 29 years,Sweden,2004,282961,34514
Males,From 25 to 29 years,Sweden,2005,277673,34515
Males,From 25 to 29 years,Sweden,2006,277042,34516
Males,From 25 to 29 years,Sweden,2007,279309,34517
Males,From 25 to 29 years,Sweden,2008,283544,34518
Males,From 25 to 29 years,Sweden,2009,288322,34519
Males,From 25 to 29 years,Sweden,2010,293280,34520
Males,From 25 to 29 years,Sweden,2011,299224,34521
Males,From 25 to 29 years,Sweden,2012,305922,34522
Males,From 25 to 29 years,Sweden,2013,311854,34523
Males,From 25 to 29 years,Sweden,2014,322761,34524
Males,From 25 to 29 years,Sweden,2015,335238,34525
Males,From 25 to 29 years,Sweden,2016,348983,34526
Males,From 25 to 29 years,Sweden,2017,365217,34527
Males,From 25 to 29 years,Sweden,2018,377368,34528
Males,From 25 to 29 years,Sweden,2019,380948,34529
Males,From 25 to 29 years,Sweden,2020,379985,34530
Males,From 25 to 29 years,Sweden,2021,369377,34531
